"[5, 67]","[10, 63]","[15, 59]","[20, 55]","[25, 51]","[30, 48]","[34, 44]","[38, 39]","[42, 36]","[46, 32]","[50, 28]","[53, 24]","[56, 21]","[59, 17]","[61, 14]","[64, 10]","[66, 7]","[67, 3]","[69, 2]","[1, 17]","[8, 16]","[13, 15]","[18, 14]","[24, 13]","[28, 11]","[33, 10]","[37, 9]","[41, 8]","[45, 7]","[49, 5]","[52, 3]","[55, 2]","[58, 2]","[60, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[7, 26]","[12, 30]","[17, 33]","[21, 37]","[23, 36]","[26, 41]","[30, 44]","[34, 48]","[37, 50]","[41, 52]","[44, 55]","[46, 58]","[49, 62]","[52, 68]","[54, 68]","[56, 70]","[57, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[7, 69]","[14, 69]","[21, 69]","[29, 68]","[36, 68]","[42, 68]","[49, 68]","[56, 68]","[62, 69]","[68, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[6, 19]","[11, 22]","[16, 24]","[20, 27]","[25, 30]","[29, 33]","[33, 36]","[37, 37]","[41, 41]","[44, 42]","[48, 47]","[51, 48]","[53, 50]","[56, 53]","[58, 56]","[61, 61]","[62, 62]","[65, 68]","[66, 68]","[67, 70]","[67, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[3, 70]","[9, 69]","[14, 67]","[19, 63]","[25, 60]","[30, 57]","[35, 55]","[39, 51]","[45, 49]","[48, 46]","[53, 43]","[57, 41]","[61, 38]","[64, 36]","[67, 33]","[71, 31]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[4, 21]","[10, 22]","[15, 23]","[20, 23]","[25, 24]","[29, 25]","[33, 25]","[37, 26]","[41, 26]","[45, 27]","[48, 27]","[51, 27]","[54, 28]","[56, 27]","[58, 27]","[60, 29]","[62, 29]","[63, 28]","[64, 29]","[65, 29]","[65, 30]","[66, 32]","[66, 31]","[66, 32]","[65, 33]","[64, 34]","[64, 36]","[62, 36]","[61, 37]","[59, 40]","[57, 41]","[56, 42]","[53, 41]","[51, 42]","[48, 46]","[46, 47]","[43, 46]","[40, 50]","[37, 50]","[34, 51]","[31, 52]","[28, 54]","[25, 55]","[21, 57]","[18, 58]","[14, 60]","[11, 62]","[7, 64]","[3, 65]",,,,,,,,,,,,,,,,,,,,,,,,,
"[4, 71]","[7, 70]","[10, 69]","[13, 68]","[15, 66]","[18, 63]","[20, 61]","[22, 59]","[24, 57]","[26, 56]","[27, 56]","[29, 54]","[30, 51]","[31, 51]","[32, 48]","[32, 48]","[33, 47]","[33, 46]","[33, 44]","[33, 43]","[33, 42]","[33, 41]","[32, 38]","[31, 39]","[30, 36]","[29, 37]","[28, 34]","[26, 35]","[25, 34]","[23, 33]","[21, 32]","[19, 30]","[17, 29]","[14, 28]","[12, 26]","[9, 26]","[6, 24]","[4, 22]","[1, 21]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[2, 7]","[8, 9]","[17, 12]","[22, 13]","[28, 15]","[33, 16]","[39, 17]","[44, 18]","[49, 19]","[54, 20]","[58, 19]","[62, 20]","[66, 21]","[69, 22]","[72, 23]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[8, 71]","[11, 70]","[13, 68]","[16, 64]","[18, 63]","[20, 60]","[22, 58]","[24, 55]","[25, 53]","[26, 51]","[27, 50]","[28, 47]","[29, 45]","[29, 43]","[30, 41]","[30, 39]","[30, 37]","[30, 35]","[29, 33]","[29, 31]","[28, 29]","[27, 27]","[26, 25]","[25, 23]","[23, 22]","[22, 19]","[20, 17]","[18, 15]","[16, 14]","[14, 12]","[11, 9]","[9, 8]","[6, 6]","[3, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[53, 72]","[52, 70]","[52, 66]","[52, 63]","[52, 59]","[52, 58]","[51, 54]","[50, 53]","[49, 48]","[48, 47]","[47, 42]","[46, 41]","[44, 38]","[43, 36]","[41, 33]","[39, 31]","[37, 28]","[34, 26]","[31, 23]","[29, 21]","[26, 19]","[23, 17]","[20, 14]","[17, 12]","[14, 9]","[10, 7]","[6, 4]","[2, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[18, 2]","[20, 9]","[22, 18]","[23, 27]","[25, 35]","[26, 44]","[27, 53]","[28, 62]","[29, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[24, 71]","[27, 69]","[31, 64]","[35, 59]","[38, 53]","[41, 48]","[44, 43]","[48, 38]","[50, 33]","[52, 28]","[55, 24]","[57, 19]","[58, 14]","[60, 10]","[61, 5]","[62, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[68, 1]","[64, 3]","[60, 7]","[56, 10]","[52, 13]","[47, 16]","[43, 20]","[39, 23]","[34, 26]","[29, 29]","[23, 33]","[18, 36]","[13, 39]","[7, 41]","[1, 45]","[60, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[34, 71]","[37, 68]","[39, 63]","[41, 57]","[43, 52]","[45, 46]","[47, 41]","[48, 36]","[50, 31]","[51, 26]","[52, 21]","[52, 18]","[53, 14]","[53, 9]","[53, 4]","[53, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[37, 3]","[39, 6]","[42, 13]","[44, 20]","[46, 26]","[47, 32]","[49, 38]","[50, 45]","[51, 51]","[52, 58]","[52, 65]","[52, 67]","[52, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[47, 71]","[45, 69]","[42, 66]","[39, 62]","[37, 58]","[34, 55]","[31, 51]","[28, 48]","[25, 45]","[22, 41]","[19, 40]","[15, 35]","[11, 32]","[7, 29]","[3, 26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[23, 1]","[24, 5]","[24, 11]","[25, 17]","[25, 23]","[25, 29]","[24, 35]","[24, 41]","[23, 49]","[22, 52]","[22, 58]","[21, 64]","[20, 68]","[19, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[30, 72]","[31, 69]","[32, 66]","[33, 60]","[34, 55]","[34, 50]","[35, 45]","[35, 41]","[35, 36]","[35, 31]","[35, 27]","[34, 24]","[33, 17]","[32, 13]","[31, 9]","[30, 4]","[29, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[37, 3]","[40, 10]","[41, 15]","[43, 21]","[45, 27]","[46, 32]","[47, 40]","[47, 44]","[48, 50]","[48, 56]","[48, 62]","[48, 68]","[48, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[67, 72]","[68, 70]","[67, 68]","[67, 63]","[66, 59]","[65, 55]","[63, 51]","[62, 47]","[61, 46]","[59, 40]","[57, 37]","[55, 36]","[52, 32]","[50, 28]","[47, 27]","[45, 22]","[42, 19]","[39, 17]","[36, 15]","[32, 12]","[29, 9]","[25, 5]","[22, 3]","[18, 2]","[16, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[5, 2]","[8, 6]","[12, 11]","[15, 18]","[17, 24]","[20, 30]","[22, 36]","[24, 42]","[26, 48]","[28, 54]","[30, 60]","[31, 67]","[33, 70]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[47, 72]","[49, 71]","[50, 71]","[50, 70]","[51, 70]","[51, 69]","[52, 69]","[52, 68]","[52, 68]","[52, 69]","[52, 69]","[51, 69]","[51, 69]","[51, 69]","[50, 69]","[49, 70]","[48, 70]","[48, 71]","[47, 71]","[45, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[40, 72]","[42, 71]","[44, 69]","[46, 68]","[47, 67]","[48, 63]","[49, 61]","[50, 59]","[51, 57]","[52, 55]","[53, 55]","[53, 51]","[53, 50]","[53, 50]","[52, 49]","[52, 48]","[51, 47]","[50, 46]","[50, 45]","[48, 44]","[47, 41]","[46, 40]","[44, 41]","[43, 41]","[41, 40]","[39, 38]","[36, 39]","[34, 39]","[31, 38]","[29, 38]","[26, 36]","[23, 37]","[20, 35]","[17, 37]","[14, 35]","[10, 35]","[7, 34]","[3, 34]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[33, 1]","[34, 2]","[34, 6]","[34, 10]","[33, 14]","[32, 16]","[31, 22]","[30, 25]","[29, 27]","[27, 30]","[25, 34]","[24, 37]","[21, 40]","[19, 43]","[17, 46]","[14, 48]","[12, 51]","[9, 54]","[6, 57]","[3, 60]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[40, 72]","[45, 69]","[50, 67]","[55, 63]","[60, 59]","[64, 55]","[69, 51]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[28, 1]","[29, 2]","[31, 6]","[33, 11]","[35, 14]","[36, 21]","[37, 26]","[38, 29]","[39, 35]","[39, 37]","[39, 44]","[39, 48]","[39, 51]","[39, 55]","[38, 59]","[38, 64]","[37, 68]","[37, 70]","[36, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[56, 72]","[55, 69]","[52, 65]","[50, 59]","[47, 52]","[45, 47]","[42, 41]","[39, 36]","[37, 31]","[34, 26]","[30, 20]","[27, 15]","[23, 9]","[20, 6]","[15, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[46, 1]","[48, 4]","[50, 11]","[52, 15]","[54, 21]","[55, 26]","[56, 32]","[57, 37]","[57, 43]","[57, 50]","[57, 54]","[57, 59]","[57, 65]","[57, 69]","[55, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[22, 71]","[24, 65]","[27, 57]","[29, 48]","[31, 39]","[34, 31]","[35, 22]","[37, 14]","[38, 5]","[41, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[41, 1]","[42, 3]","[43, 7]","[43, 12]","[43, 15]","[43, 19]","[42, 23]","[42, 27]","[41, 29]","[40, 32]","[38, 36]","[37, 39]","[35, 42]","[33, 47]","[32, 49]","[30, 50]","[28, 53]","[25, 56]","[23, 59]","[20, 62]","[17, 66]","[14, 68]","[11, 70]","[8, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[54, 70]","[51, 67]","[48, 62]","[45, 57]","[42, 52]","[41, 50]","[37, 47]","[34, 41]","[31, 36]","[27, 32]","[23, 28]","[19, 24]","[16, 20]","[11, 16]","[7, 11]","[3, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[19, 1]","[24, 5]","[28, 12]","[33, 18]","[36, 25]","[39, 31]","[43, 38]","[46, 45]","[49, 51]","[52, 58]","[55, 65]","[57, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[50, 72]","[48, 69]","[46, 69]","[43, 61]","[41, 59]","[39, 55]","[36, 53]","[34, 48]","[31, 44]","[28, 40]","[25, 39]","[22, 34]","[19, 32]","[16, 27]","[12, 24]","[8, 22]","[5, 18]","[1, 15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[20, 2]","[25, 7]","[30, 13]","[36, 20]","[40, 26]","[46, 32]","[50, 39]","[54, 45]","[59, 52]","[62, 58]","[66, 65]","[69, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[28, 70]","[28, 66]","[29, 59]","[29, 53]","[29, 46]","[28, 40]","[28, 34]","[27, 27]","[27, 21]","[26, 15]","[25, 9]","[23, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[40, 1]","[41, 4]","[41, 7]","[41, 10]","[41, 16]","[41, 20]","[40, 25]","[39, 29]","[38, 33]","[37, 38]","[36, 42]","[34, 46]","[33, 51]","[31, 55]","[29, 59]","[26, 64]","[24, 68]","[22, 70]","[19, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[48, 71]","[50, 70]","[52, 68]","[53, 66]","[54, 63]","[56, 61]","[56, 58]","[57, 56]","[58, 54]","[58, 52]","[58, 50]","[58, 48]","[58, 49]","[57, 47]","[57, 46]","[56, 43]","[55, 42]","[54, 41]","[52, 42]","[51, 41]","[49, 40]","[47, 37]","[45, 36]","[43, 36]","[40, 37]","[38, 36]","[35, 34]","[33, 35]","[30, 32]","[26, 34]","[23, 31]","[20, 31]","[17, 30]","[14, 31]","[10, 29]","[6, 28]","[2, 28]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[44, 3]","[45, 7]","[46, 14]","[46, 18]","[46, 24]","[46, 29]","[45, 35]","[44, 41]","[43, 45]","[42, 50]","[41, 56]","[39, 61]","[38, 66]","[36, 69]","[34, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[61, 71]","[60, 69]","[59, 65]","[58, 60]","[56, 55]","[54, 50]","[52, 46]","[50, 42]","[48, 37]","[46, 33]","[43, 29]","[41, 25]","[38, 21]","[35, 17]","[32, 13]","[29, 9]","[26, 5]","[22, 3]","[18, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[59, 2]","[61, 3]","[61, 6]","[61, 9]","[61, 12]","[60, 15]","[60, 16]","[59, 20]","[58, 22]","[56, 26]","[54, 29]","[53, 30]","[50, 34]","[48, 37]","[46, 37]","[43, 40]","[40, 42]","[38, 45]","[35, 47]","[32, 50]","[29, 52]","[25, 55]","[22, 58]","[18, 60]","[15, 63]","[11, 66]","[7, 68]","[4, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[37, 72]","[41, 70]","[45, 69]","[48, 69]","[52, 63]","[55, 60]","[58, 58]","[60, 55]","[63, 52]","[65, 50]","[67, 48]","[69, 46]","[71, 44]","[72, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[72, 34]","[71, 33]","[69, 33]","[67, 33]","[65, 33]","[62, 33]","[59, 34]","[56, 33]","[54, 35]","[50, 33]","[47, 33]","[44, 35]","[40, 33]","[37, 35]","[33, 36]","[29, 34]","[25, 34]","[21, 35]","[17, 35]","[12, 35]","[7, 37]","[3, 35]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[37, 1]","[37, 2]","[38, 6]","[39, 10]","[40, 16]","[40, 22]","[40, 27]","[40, 32]","[40, 37]","[39, 43]","[38, 48]","[37, 53]","[36, 58]","[35, 64]","[34, 68]","[32, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[25, 72]","[28, 69]","[32, 66]","[35, 61]","[38, 56]","[41, 52]","[44, 47]","[47, 43]","[49, 38]","[52, 34]","[54, 30]","[55, 25]","[57, 21]","[58, 18]","[60, 14]","[60, 10]","[60, 5]","[61, 2]","[59, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[36, 1]","[35, 4]","[34, 8]","[33, 14]","[32, 19]","[30, 25]","[28, 30]","[26, 35]","[24, 40]","[22, 45]","[20, 49]","[17, 54]","[14, 59]","[11, 64]","[8, 68]","[6, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[30, 70]","[31, 66]","[31, 58]","[31, 51]","[31, 43]","[31, 36]","[30, 29]","[30, 22]","[29, 14]","[28, 7]","[27, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[45, 1]","[45, 3]","[46, 8]","[47, 12]","[47, 17]","[47, 21]","[47, 28]","[47, 31]","[47, 36]","[46, 38]","[45, 43]","[44, 47]","[43, 52]","[42, 57]","[40, 61]","[39, 69]","[37, 69]","[35, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[64, 72]","[63, 69]","[62, 66]","[61, 61]","[59, 56]","[58, 52]","[56, 47]","[54, 43]","[53, 41]","[51, 37]","[48, 33]","[46, 31]","[43, 27]","[40, 22]","[37, 19]","[33, 14]","[31, 10]","[26, 8]","[22, 4]","[19, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[34, 1]","[35, 5]","[36, 10]","[36, 13]","[36, 18]","[36, 25]","[35, 29]","[35, 32]","[34, 36]","[33, 41]","[32, 46]","[30, 50]","[29, 54]","[27, 59]","[25, 63]","[23, 67]","[22, 70]","[20, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[61, 72]","[60, 70]","[58, 68]","[56, 64]","[55, 60]","[53, 57]","[51, 53]","[49, 50]","[46, 46]","[44, 43]","[41, 40]","[39, 39]","[36, 36]","[33, 33]","[30, 29]","[27, 28]","[25, 25]","[22, 24]","[19, 21]","[15, 18]","[11, 14]","[7, 13]","[3, 10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[53, 1]","[51, 3]","[50, 8]","[48, 12]","[46, 17]","[44, 24]","[42, 27]","[40, 31]","[38, 36]","[35, 40]","[32, 46]","[29, 49]","[26, 53]","[23, 58]","[20, 62]","[16, 67]","[14, 69]","[10, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[43, 71]","[47, 68]","[51, 64]","[54, 58]","[57, 53]","[60, 48]","[63, 42]","[66, 37]","[68, 32]","[71, 27]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[66, 1]","[64, 3]","[61, 7]","[58, 11]","[54, 16]","[51, 21]","[47, 25]","[43, 30]","[38, 35]","[34, 39]","[29, 44]","[25, 48]","[20, 52]","[15, 57]","[10, 61]","[4, 65]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[37, 72]","[39, 70]","[40, 68]","[41, 67]","[41, 61]","[42, 58]","[43, 54]","[43, 51]","[43, 47]","[43, 44]","[43, 41]","[42, 38]","[42, 36]","[41, 34]","[40, 30]","[39, 29]","[38, 26]","[36, 23]","[34, 21]","[33, 18]","[32, 15]","[29, 14]","[27, 11]","[25, 9]","[22, 6]","[19, 3]","[16, 2]","[14, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[32, 3]","[32, 7]","[32, 12]","[32, 15]","[32, 19]","[31, 23]","[30, 28]","[29, 32]","[28, 36]","[26, 40]","[24, 44]","[23, 48]","[21, 52]","[19, 56]","[16, 59]","[14, 63]","[11, 67]","[9, 69]","[7, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[67, 71]","[66, 69]","[66, 68]","[64, 62]","[62, 58]","[61, 54]","[59, 50]","[57, 47]","[55, 45]","[54, 44]","[52, 41]","[49, 38]","[46, 33]","[44, 30]","[41, 27]","[38, 26]","[34, 22]","[31, 19]","[28, 17]","[24, 15]","[20, 11]","[16, 9]","[12, 6]","[7, 3]","[4, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[38, 1]","[42, 4]","[45, 7]","[48, 13]","[51, 18]","[54, 21]","[56, 25]","[58, 30]","[59, 35]","[61, 38]","[62, 42]","[63, 47]","[63, 52]","[64, 56]","[64, 61]","[64, 66]","[64, 69]","[63, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[23, 71]","[22, 69]","[21, 64]","[20, 58]","[18, 53]","[17, 48]","[16, 43]","[14, 38]","[12, 33]","[10, 28]","[8, 23]","[7, 21]","[4, 16]","[2, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[53, 2]","[56, 8]","[59, 13]","[61, 19]","[63, 25]","[65, 31]","[66, 37]","[67, 43]","[68, 50]","[69, 56]","[69, 62]","[69, 68]","[69, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[59, 72]","[57, 70]","[55, 68]","[53, 63]","[51, 60]","[49, 56]","[46, 53]","[44, 49]","[41, 46]","[38, 45]","[35, 40]","[32, 37]","[29, 34]","[25, 32]","[21, 29]","[18, 26]","[14, 25]","[9, 22]","[6, 17]","[1, 15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[35, 3]","[36, 8]","[36, 14]","[36, 21]","[36, 25]","[36, 32]","[35, 37]","[34, 43]","[33, 48]","[32, 54]","[31, 60]","[29, 65]","[27, 69]","[26, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[64, 72]","[64, 71]","[64, 70]","[64, 70]","[64, 69]","[63, 69]","[62, 69]","[61, 68]","[60, 67]","[59, 68]","[57, 68]","[56, 68]","[55, 69]","[53, 69]","[51, 69]","[49, 70]","[48, 70]","[46, 71]","[43, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[32, 72]","[33, 69]","[33, 65]","[34, 59]","[34, 54]","[34, 49]","[34, 43]","[34, 38]","[34, 33]","[33, 28]","[32, 24]","[31, 19]","[30, 14]","[28, 9]","[27, 4]","[25, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[39, 3]","[39, 7]","[39, 13]","[39, 18]","[39, 23]","[38, 28]","[37, 34]","[36, 39]","[35, 44]","[34, 49]","[32, 54]","[31, 59]","[29, 64]","[27, 68]","[25, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[54, 71]","[51, 69]","[48, 64]","[45, 59]","[41, 54]","[39, 51]","[36, 47]","[32, 44]","[28, 37]","[24, 32]","[20, 28]","[16, 23]","[12, 18]","[7, 14]","[2, 9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14, 3]","[16, 10]","[17, 16]","[18, 23]","[18, 29]","[18, 36]","[18, 43]","[18, 50]","[18, 57]","[18, 64]","[17, 69]","[16, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[69, 72]","[69, 70]","[69, 69]","[68, 62]","[67, 57]","[66, 53]","[65, 48]","[64, 46]","[62, 42]","[61, 36]","[59, 33]","[56, 29]","[54, 26]","[52, 24]","[49, 18]","[46, 15]","[43, 12]","[40, 10]","[36, 5]","[33, 3]","[29, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[32, 2]","[31, 6]","[31, 12]","[30, 16]","[29, 22]","[28, 28]","[27, 34]","[25, 40]","[23, 45]","[22, 51]","[19, 57]","[17, 63]","[15, 68]","[13, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[54, 71]","[60, 70]","[65, 69]","[70, 67]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[28, 2]","[32, 6]","[37, 11]","[41, 14]","[45, 21]","[49, 24]","[52, 29]","[55, 33]","[58, 38]","[60, 43]","[63, 48]","[65, 53]","[67, 58]","[68, 64]","[69, 68]","[70, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[32, 71]","[33, 68]","[33, 63]","[33, 58]","[33, 55]","[33, 49]","[33, 44]","[32, 38]","[32, 33]","[31, 27]","[30, 22]","[29, 17]","[28, 11]","[26, 6]","[25, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[25, 2]","[28, 7]","[31, 13]","[34, 19]","[36, 25]","[38, 31]","[40, 37]","[42, 43]","[43, 49]","[45, 55]","[46, 61]","[47, 70]","[48, 70]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[6, 72]","[4, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[56, 72]","[52, 70]","[49, 67]","[45, 63]","[41, 59]","[37, 55]","[33, 51]","[29, 48]","[25, 44]","[21, 41]","[16, 37]","[12, 34]","[7, 30]","[2, 27]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[4, 2]","[5, 4]","[6, 6]","[7, 10]","[7, 11]","[8, 14]","[8, 17]","[8, 18]","[8, 21]","[8, 23]","[7, 25]","[7, 27]","[6, 29]","[5, 31]","[4, 32]","[3, 34]","[2, 36]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
