"[69, 72]","[68, 69]","[67, 70]","[66, 65]","[63, 61]","[61, 57]","[58, 53]","[55, 50]","[52, 48]","[49, 45]","[46, 42]","[43, 39]","[39, 36]","[35, 34]","[32, 31]","[28, 28]","[24, 26]","[20, 23]","[16, 20]","[11, 18]","[6, 15]","[2, 12]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[72, 4]","[70, 9]","[67, 14]","[64, 20]","[60, 25]","[57, 30]","[53, 35]","[49, 41]","[45, 45]","[41, 51]","[37, 56]","[32, 62]","[28, 65]","[23, 69]","[19, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[64, 71]","[61, 68]","[57, 65]","[52, 61]","[47, 57]","[42, 53]","[38, 50]","[33, 46]","[28, 43]","[22, 38]","[17, 35]","[12, 32]","[7, 28]","[1, 25]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[57, 1]","[51, 4]","[44, 7]","[38, 10]","[31, 14]","[24, 17]","[17, 20]","[10, 23]","[2, 25]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[55, 72]","[51, 70]","[49, 68]","[45, 65]","[40, 62]","[36, 59]","[31, 56]","[26, 54]","[21, 50]","[17, 49]","[11, 47]","[6, 44]","[1, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[62, 2]","[58, 6]","[53, 10]","[48, 15]","[43, 19]","[38, 23]","[33, 27]","[28, 31]","[22, 35]","[15, 39]","[10, 42]","[4, 46]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 62]","[69, 57]","[66, 52]","[64, 47]","[61, 43]","[58, 40]","[55, 35]","[51, 32]","[48, 28]","[44, 24]","[41, 20]","[37, 17]","[33, 13]","[29, 9]","[25, 6]","[20, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 12]","[67, 19]","[62, 24]","[58, 28]","[52, 35]","[47, 40]","[42, 46]","[36, 52]","[31, 56]","[25, 61]","[19, 67]","[15, 70]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 71]","[68, 68]","[64, 62]","[60, 55]","[55, 49]","[52, 44]","[46, 37]","[43, 32]","[38, 26]","[33, 20]","[29, 14]","[23, 8]","[18, 3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[67, 37]","[46, 51]","[35, 57]","[30, 61]","[24, 64]","[18, 70]","[13, 69]","[7, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[72, 35]","[69, 38]","[67, 40]","[65, 44]","[62, 47]","[59, 50]","[56, 51]","[53, 54]","[49, 58]","[46, 60]","[43, 64]","[39, 67]","[35, 68]","[33, 69]","[29, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 1]","[65, 1]","[60, 1]","[54, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[65, 2]","[59, 6]","[53, 13]","[47, 20]","[41, 26]","[33, 32]","[26, 38]","[19, 45]","[11, 50]","[4, 57]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[63, 70]","[60, 67]","[55, 63]","[50, 58]","[45, 55]","[40, 51]","[35, 46]","[29, 42]","[24, 37]","[18, 33]","[13, 30]","[7, 26]","[1, 22]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[68, 8]","[62, 14]","[57, 19]","[51, 24]","[46, 31]","[39, 37]","[35, 42]","[28, 47]","[21, 52]","[15, 57]","[8, 62]","[1, 67]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[72, 59]","[69, 54]","[67, 49]","[64, 43]","[61, 39]","[58, 36]","[55, 30]","[51, 26]","[48, 22]","[45, 17]","[41, 13]","[37, 8]","[33, 3]","[28, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 25]","[65, 28]","[60, 30]","[54, 32]","[48, 32]","[42, 35]","[36, 36]","[29, 38]","[24, 40]","[17, 41]","[10, 43]","[3, 45]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 1]","[69, 4]","[64, 10]","[59, 17]","[53, 25]","[48, 32]","[42, 38]","[36, 45]","[30, 52]","[25, 57]","[19, 63]","[13, 69]","[7, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[64, 70]","[60, 66]","[55, 59]","[50, 53]","[45, 47]","[39, 41]","[34, 34]","[29, 30]","[24, 23]","[18, 17]","[13, 11]","[7, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 3]","[66, 9]","[62, 15]","[57, 20]","[52, 27]","[47, 31]","[42, 38]","[36, 44]","[30, 50]","[24, 54]","[18, 59]","[12, 66]","[6, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[69, 20]","[65, 20]","[60, 20]","[55, 20]","[50, 18]","[46, 19]","[41, 19]","[35, 18]","[30, 17]","[24, 17]","[18, 16]","[13, 16]","[7, 15]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[72, 25]","[70, 30]","[67, 34]","[65, 35]","[63, 40]","[60, 44]","[57, 47]","[53, 51]","[50, 54]","[46, 59]","[43, 63]","[39, 68]","[35, 68]","[32, 70]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 64]","[67, 59]","[64, 55]","[61, 51]","[57, 48]","[54, 45]","[50, 42]","[46, 39]","[42, 36]","[38, 33]","[34, 30]","[30, 27]","[25, 24]","[21, 21]","[16, 18]","[11, 15]","[6, 12]","[2, 8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[63, 1]","[62, 2]","[57, 5]","[52, 9]","[47, 12]","[42, 15]","[37, 19]","[31, 22]","[25, 25]","[19, 28]","[14, 31]","[7, 34]","[1, 36]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 71]","[70, 69]","[67, 66]","[64, 62]","[61, 58]","[58, 55]","[55, 52]","[52, 49]","[48, 47]","[45, 44]","[41, 42]","[37, 39]","[33, 35]","[29, 33]","[25, 31]","[21, 28]","[17, 26]","[12, 24]","[7, 22]","[3, 19]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[69, 1]","[65, 2]","[60, 6]","[55, 10]","[49, 14]","[44, 18]","[37, 22]","[31, 24]","[28, 26]","[22, 29]","[15, 33]","[9, 36]","[1, 39]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[67, 72]","[63, 69]","[60, 68]","[56, 64]","[51, 60]","[46, 57]","[42, 54]","[37, 51]","[32, 48]","[27, 46]","[22, 44]","[16, 40]","[11, 38]","[6, 34]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 19]","[68, 24]","[65, 29]","[62, 35]","[58, 40]","[54, 44]","[51, 49]","[47, 53]","[43, 59]","[38, 64]","[34, 68]","[30, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 71]","[68, 68]","[62, 64]","[57, 60]","[52, 56]","[46, 53]","[41, 49]","[36, 47]","[30, 43]","[24, 40]","[19, 37]","[13, 33]","[7, 31]","[1, 26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 12]","[64, 16]","[58, 22]","[52, 26]","[46, 30]","[40, 35]","[33, 40]","[26, 45]","[19, 49]","[12, 54]","[5, 58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[67, 72]","[66, 69]","[61, 66]","[57, 61]","[52, 57]","[48, 54]","[43, 50]","[38, 47]","[33, 42]","[29, 38]","[24, 35]","[18, 32]","[13, 29]","[7, 25]","[2, 20]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 19]","[65, 23]","[60, 29]","[55, 32]","[49, 38]","[43, 42]","[37, 45]","[32, 49]","[26, 54]","[19, 58]","[13, 62]","[7, 67]","[1, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[67, 72]","[61, 71]","[55, 70]","[53, 69]","[47, 67]","[42, 66]","[36, 63]","[31, 61]","[25, 59]","[19, 58]","[14, 56]","[8, 55]","[2, 54]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[70, 21]","[64, 26]","[58, 32]","[53, 37]","[45, 43]","[39, 49]","[32, 55]","[25, 59]","[18, 65]","[11, 69]","[5, 72]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[69, 71]","[66, 69]","[60, 67]","[57, 66]","[51, 62]","[46, 60]","[40, 57]","[34, 54]","[28, 52]","[22, 50]","[15, 46]","[9, 45]","[3, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[68, 16]","[63, 22]","[58, 29]","[55, 30]","[50, 36]","[44, 43]","[38, 47]","[32, 54]","[27, 58]","[20, 63]","[14, 68]","[8, 71]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[69, 69]","[67, 66]","[62, 60]","[57, 55]","[52, 50]","[47, 46]","[42, 42]","[37, 37]","[31, 31]","[25, 28]","[20, 24]","[14, 19]","[8, 14]","[3, 10]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[69, 13]","[64, 20]","[58, 24]","[53, 30]","[47, 34]","[41, 39]","[36, 43]","[29, 48]","[23, 53]","[17, 57]","[10, 62]","[3, 67]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 58]","[69, 53]","[66, 49]","[64, 45]","[61, 40]","[58, 37]","[56, 34]","[52, 31]","[49, 27]","[46, 23]","[42, 19]","[38, 16]","[35, 12]","[30, 9]","[26, 5]","[22, 2]","[17, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 16]","[67, 21]","[63, 26]","[59, 32]","[55, 37]","[50, 44]","[45, 49]","[40, 55]","[35, 61]","[30, 67]","[25, 69]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[71, 70]","[72, 68]","[67, 60]","[64, 53]","[60, 47]","[56, 42]","[52, 37]","[47, 31]","[44, 27]","[39, 21]","[35, 15]","[30, 10]","[25, 4]","[24, 1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[68, 11]","[61, 17]","[55, 22]","[48, 28]","[41, 32]","[34, 38]","[27, 41]","[19, 46]","[11, 52]","[4, 56]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
