x,y,id,t
53,69,715,16
55,70,715,17
59,70,715,18
64,70,715,19
69,70,715,20
69,71,716,0
63,70,716,1
57,69,716,2
50,68,716,3
44,66,716,4
38,64,716,5
33,62,716,6
27,60,716,7
22,58,716,8
17,56,716,9
12,54,716,10
7,53,716,11
2,51,716,12
1,11,717,0
6,13,717,1
10,15,717,2
15,16,717,3
20,17,717,4
25,18,717,5
29,19,717,6
35,19,717,7
39,20,717,8
44,20,717,9
49,19,717,10
54,19,717,11
59,18,717,12
64,17,717,13
69,17,717,14
69,14,718,0
64,13,718,1
59,12,718,2
54,11,718,3
49,11,718,4
44,9,718,5
38,8,718,6
33,6,718,7
29,4,718,8
24,3,718,9
20,2,718,10
68,7,719,0
62,12,719,1
56,17,719,2
51,21,719,3
46,25,719,4
41,29,719,5
36,32,719,6
31,37,719,7
26,40,719,8
22,42,719,9
17,46,719,10
13,48,719,11
9,51,719,12
5,54,719,13
1,57,719,14
3,70,720,0
7,68,720,1
11,67,720,2
16,65,720,3
20,63,720,4
25,61,720,5
30,59,720,6
34,57,720,7
39,55,720,8
44,53,720,9
49,51,720,10
55,49,720,11
60,48,720,12
65,46,720,13
71,44,720,14
68,11,721,0
63,16,721,1
59,21,721,2
55,26,721,3
51,31,721,4
47,36,721,5
43,42,721,6
40,46,721,7
36,49,721,8
33,54,721,9
30,58,721,10
27,63,721,11
25,67,721,12
23,69,721,13
22,71,721,14
2,72,722,0
4,70,722,1
7,68,722,2
11,66,722,3
14,65,722,4
18,62,722,5
22,57,722,6
26,54,722,7
30,51,722,8
34,49,722,9
38,47,722,10
42,44,722,11
46,41,722,12
51,37,722,13
56,34,722,14
60,30,722,15
65,27,722,16
70,24,722,17
66,70,723,0
62,68,723,1
58,65,723,2
55,61,723,3
51,57,723,4
47,52,723,5
44,48,723,6
41,45,723,7
38,42,723,8
36,38,723,9
34,35,723,10
32,31,723,11
29,26,723,12
27,22,723,13
24,17,723,14
23,13,723,15
21,7,723,16
19,3,723,17
18,1,723,18
3,24,724,0
9,24,724,1
14,26,724,2
21,27,724,3
26,29,724,4
32,30,724,5
38,30,724,6
44,30,724,7
49,30,724,8
55,30,724,9
61,30,724,10
67,30,724,11
69,12,725,0
65,16,725,1
59,21,725,2
54,25,725,3
50,30,725,4
45,33,725,5
41,38,725,6
37,42,725,7
32,45,725,8
29,47,725,9
25,50,725,10
21,53,725,11
18,56,725,12
15,59,725,13
12,63,725,14
9,66,725,15
7,68,725,16
5,70,725,17
4,71,725,18
3,70,726,0
6,67,726,1
8,63,726,2
11,60,726,3
15,57,726,4
19,54,726,5
22,51,726,6
27,49,726,7
30,46,726,8
34,44,726,9
38,41,726,10
42,38,726,11
47,36,726,12
51,32,726,13
56,28,726,14
60,25,726,15
64,23,726,16
69,19,726,17
63,72,727,0
59,70,727,1
54,69,727,2
49,67,727,3
44,64,727,4
40,61,727,5
36,59,727,6
31,56,727,7
27,53,727,8
24,50,727,9
20,50,727,10
16,46,727,11
13,44,727,12
10,41,727,13
7,37,727,14
4,34,727,15
2,32,727,16
69,19,728,0
64,22,728,1
59,26,728,2
54,31,728,3
49,35,728,4
46,41,728,5
41,45,728,6
37,48,728,7
33,51,728,8
32,53,728,9
28,57,728,10
25,63,728,11
22,67,728,12
19,67,728,13
16,70,728,14
13,71,728,15
2,58,729,0
7,58,729,1
11,59,729,2
16,60,729,3
20,61,729,4
25,62,729,5
30,63,729,6
35,64,729,7
40,65,729,8
45,66,729,9
50,67,729,10
55,68,729,11
61,68,729,12
66,69,729,13
71,69,729,14
67,72,730,0
65,70,730,1
62,68,730,2
59,65,730,3
56,61,730,4
53,57,730,5
51,54,730,6
48,52,730,7
46,47,730,8
44,45,730,9
42,41,730,10
40,37,730,11
39,34,730,12
37,30,730,13
35,26,730,14
34,23,730,15
33,18,730,16
32,14,730,17
31,10,730,18
30,6,730,19
29,2,730,20
2,7,731,0
8,9,731,1
14,11,731,2
20,13,731,3
26,14,731,4
32,15,731,5
38,16,731,6
44,17,731,7
50,17,731,8
56,16,731,9
62,16,731,10
68,17,731,11
66,16,732,0
61,22,732,1
55,25,732,2
50,30,732,3
45,32,732,4
41,36,732,5
36,41,732,6
31,45,732,7
27,47,732,8
23,50,732,9
21,53,732,10
17,54,732,11
13,58,732,12
10,61,732,13
6,64,732,14
3,67,732,15
1,69,732,16
5,59,733,0
11,57,733,1
16,55,733,2
21,52,733,3
26,52,733,4
32,50,733,5
38,47,733,6
43,45,733,7
49,41,733,8
55,40,733,9
60,36,733,10
66,34,733,11
70,33,733,12
72,70,734,0
70,69,734,1
69,67,734,2
67,64,734,3
66,61,734,4
64,58,734,5
63,55,734,6
62,52,734,7
61,50,734,8
60,47,734,9
59,44,734,10
59,41,734,11
59,38,734,12
59,37,734,13
58,34,734,14
58,32,734,15
59,29,734,16
59,26,734,17
59,22,734,18
60,19,734,19
60,17,734,20
60,16,734,21
61,13,734,22
62,10,734,23
63,7,734,24
63,4,734,25
64,2,734,26
64,1,734,27
43,72,735,0
34,71,735,1
30,69,735,2
25,69,735,3
21,62,735,4
15,61,735,5
11,58,735,6
6,55,735,7
2,53,735,8
6,27,736,0
14,29,736,1
20,30,736,2
27,32,736,3
34,33,736,4
41,34,736,5
48,35,736,6
55,34,736,7
62,35,736,8
70,36,736,9
3,40,737,0
6,35,737,1
8,31,737,2
11,27,737,3
14,24,737,4
16,19,737,5
19,14,737,6
22,10,737,7
25,5,737,8
28,2,737,9
67,3,738,0
60,2,738,1
54,2,738,2
48,1,738,3
67,17,738,4
62,16,738,5
57,14,738,6
52,12,738,7
47,10,738,8
42,9,738,9
37,7,738,10
33,4,738,11
28,2,738,12
3,18,739,0
9,21,739,1
15,24,739,2
21,26,739,3
27,28,739,4
33,30,739,5
38,32,739,6
45,34,739,7
52,35,739,8
57,35,739,9
64,36,739,10
71,37,739,11
72,30,740,0
71,33,740,1
70,37,740,2
70,40,740,3
69,43,740,4
69,47,740,5
68,50,740,6
68,53,740,7
68,56,740,8
68,60,740,9
68,63,740,10
69,66,740,11
70,71,740,12
70,70,740,13
69,71,740,14
69,72,741,0
69,5,742,0
63,7,742,1
56,11,742,2
51,14,742,3
44,16,742,4
39,19,742,5
33,21,742,6
27,23,742,7
22,25,742,8
17,27,742,9
11,28,742,10
7,30,742,11
2,30,742,12
1,30,743,0
11,36,743,1
16,38,743,2
22,40,743,3
27,41,743,4
32,43,743,5
37,44,743,6
42,46,743,7
48,47,743,8
54,48,743,9
59,49,743,10
65,48,743,11
71,49,743,12
5,67,744,0
10,66,744,1
16,60,744,2
22,56,744,3
28,53,744,4
34,52,744,5
40,49,744,6
46,45,744,7
53,42,744,8
59,37,744,9
65,34,744,10
72,30,744,11
59,2,745,0
51,7,745,1
44,12,745,2
38,17,745,3
29,22,745,4
23,26,745,5
16,31,745,6
9,35,745,7
2,39,745,8
1,68,746,0
4,65,746,1
7,57,746,2
10,52,746,3
13,46,746,4
16,43,746,5
20,36,746,6
24,30,746,7
27,25,746,8
31,19,746,9
35,13,746,10
38,7,746,11
42,2,746,12
64,72,747,0
60,70,747,1
57,69,747,2
53,65,747,3
49,58,747,4
46,53,747,5
43,50,747,6
40,45,747,7
38,41,747,8
35,36,747,9
32,31,747,10
30,27,747,11
28,21,747,12
26,16,747,13
23,11,747,14
21,6,747,15
19,1,747,16
7,3,748,0
13,6,748,1
19,9,748,2
25,11,748,3
31,12,748,4
38,15,748,5
43,17,748,6
49,18,748,7
55,18,748,8
62,21,748,9
68,22,748,10
51,72,749,0
48,70,749,1
45,69,749,2
40,65,749,3
36,59,749,4
32,55,749,5
29,52,749,6
25,48,749,7
22,44,749,8
19,40,749,9
16,36,749,10
13,32,749,11
10,27,749,12
7,23,749,13
5,19,749,14
3,14,749,15
1,9,749,16
4,7,750,0
8,7,750,1
12,6,750,2
16,6,750,3
20,5,750,4
24,5,750,5
28,4,750,6
32,3,750,7
36,2,750,8
40,2,750,9
44,1,750,10
61,27,751,0
55,30,751,1
50,35,751,2
45,39,751,3
40,42,751,4
36,46,751,5
31,49,751,6
27,51,751,7
23,54,751,8
19,57,751,9
16,60,751,10
13,62,751,11
9,65,751,12
7,68,751,13
4,70,751,14
1,72,751,15
2,62,752,0
7,63,752,1
13,64,752,2
18,65,752,3
24,66,752,4
30,65,752,5
36,68,752,6
41,69,752,7
47,69,752,8
53,68,752,9
59,71,752,10
64,69,752,11
70,70,752,12
54,71,753,0
51,70,753,1
50,71,753,2
48,67,753,3
45,67,753,4
43,63,753,5
41,59,753,6
39,57,753,7
37,55,753,8
35,53,753,9
34,50,753,10
33,48,753,11
32,45,753,12
31,43,753,13
30,40,753,14
29,37,753,15
29,34,753,16
28,32,753,17
28,29,753,18
28,26,753,19
28,23,753,20
28,20,753,21
29,16,753,22
29,13,753,23
30,9,753,24
30,6,753,25
31,2,753,26
30,1,753,27
5,15,754,0
12,16,754,1
18,17,754,2
24,19,754,3
30,19,754,4
36,20,754,5
42,20,754,6
48,20,754,7
55,20,754,8
61,20,754,9
67,18,754,10
8,71,755,0
13,69,755,1
17,70,755,2
22,67,755,3
26,60,755,4
31,60,755,5
35,59,755,6
41,56,755,7
46,53,755,8
51,48,755,9
56,45,755,10
62,43,755,11
67,42,755,12
70,22,756,0
67,23,756,1
64,25,756,2
61,25,756,3
58,24,756,4
56,25,756,5
54,26,756,6
51,26,756,7
49,26,756,8
47,26,756,9
45,26,756,10
43,26,756,11
42,25,756,12
40,25,756,13
39,24,756,14
38,24,756,15
37,23,756,16
36,22,756,17
35,21,756,18
34,19,756,19
33,18,756,20
33,17,756,21
32,15,756,22
32,14,756,23
31,12,756,24
31,9,756,25
31,8,756,26
31,6,756,27
31,4,756,28
31,2,756,29
32,1,756,30
3,20,757,0
7,22,757,1
10,23,757,2
14,25,757,3
18,26,757,4
22,27,757,5
26,27,757,6
29,28,757,7
33,28,757,8
37,29,757,9
41,29,757,10
46,29,757,11
50,28,757,12
54,28,757,13
59,28,757,14
63,27,757,15
66,26,757,16
71,26,757,17
70,2,758,0
64,5,758,1
59,10,758,2
54,14,758,3
49,18,758,4
44,22,758,5
40,26,758,6
35,29,758,7
31,32,758,8
27,35,758,9
23,38,758,10
19,41,758,11
15,44,758,12
12,46,758,13
8,49,758,14
5,50,758,15
2,54,758,16
1,53,758,17
1,69,759,0
6,68,759,1
10,69,759,2
15,69,759,3
18,70,759,4
28,69,759,5
29,70,759,6
34,70,759,7
39,71,759,8
45,71,759,9
50,71,759,10
56,71,759,11
63,70,759,12
68,71,759,13
55,72,760,0
50,70,760,1
47,71,760,2
42,69,760,3
37,64,760,4
32,64,760,5
28,59,760,6
23,56,760,7
19,56,760,8
15,52,760,9
11,50,760,10
8,49,760,11
4,45,760,12
1,43,760,13
1,14,761,0
4,16,761,1
8,18,761,2
12,19,761,3
16,21,761,4
20,21,761,5
24,22,761,6
29,23,761,7
32,23,761,8
36,24,761,9
41,23,761,10
45,24,761,11
49,23,761,12
54,23,761,13
58,23,761,14
62,23,761,15
67,22,761,16
71,22,761,17
70,10,762,0
67,10,762,1
64,11,762,2
61,11,762,3
59,11,762,4
56,11,762,5
53,11,762,6
51,11,762,7
49,11,762,8
46,11,762,9
45,11,762,10
43,10,762,11
41,10,762,12
39,9,762,13
37,8,762,14
36,7,762,15
34,6,762,16
32,5,762,17
31,4,762,18
30,2,762,19
28,1,762,20
27,1,762,21
5,17,763,0
11,21,763,1
17,24,763,2
24,27,763,3
30,30,763,4
37,33,763,5
44,36,763,6
47,37,763,7
54,39,763,8
60,40,763,9
66,42,763,10
66,72,764,0
59,72,764,1
53,72,764,2
51,71,764,3
41,72,764,4
36,70,764,5
30,70,764,6
28,69,764,7
21,69,764,8
17,71,764,9
15,66,764,10
10,66,764,11
5,71,764,12
1,66,764,13
2,61,765,0
7,61,765,1
12,60,765,2
17,59,765,3
22,60,765,4
28,56,765,5
33,57,765,6
39,55,765,7
44,53,765,8
50,53,765,9
56,52,765,10
62,50,765,11
68,47,765,12
59,1,766,0
57,2,766,1
53,6,766,2
49,9,766,3
45,13,766,4
41,16,766,5
37,19,766,6
34,21,766,7
30,24,766,8
27,26,766,9
24,28,766,10
21,30,766,11
18,32,766,12
15,34,766,13
12,35,766,14
10,37,766,15
8,38,766,16
6,39,766,17
4,39,766,18
3,40,766,19
1,41,767,0
2,40,767,1
4,40,767,2
5,39,767,3
7,38,767,4
9,37,767,5
11,36,767,6
13,34,767,7
15,33,767,8
16,32,767,9
18,30,767,10
20,29,767,11
23,27,767,12
25,25,767,13
28,23,767,14
30,20,767,15
33,18,767,16
36,15,767,17
38,13,767,18
41,10,767,19
44,7,767,20
46,4,767,21
49,2,767,22
67,2,768,0
63,6,768,1
60,11,768,2
56,14,768,3
53,19,768,4
50,22,768,5
46,26,768,6
44,29,768,7
41,32,768,8
38,36,768,9
35,38,768,10
33,41,768,11
31,44,768,12
29,47,768,13
28,48,768,14
26,51,768,15
25,54,768,16
24,54,768,17
23,58,768,18
22,60,768,19
21,63,768,20
21,65,768,21
21,67,768,22
21,69,768,23
21,71,768,24
23,69,768,25
24,71,768,26
24,72,768,27
6,68,769,0
8,67,769,1
13,65,769,2
19,64,769,3
24,61,769,4
30,61,769,5
35,58,769,6
40,57,769,7
45,56,769,8
51,55,769,9
57,53,769,10
63,53,769,11
69,51,769,12
70,71,770,0
69,68,770,1
69,67,770,2
67,60,770,3
67,56,770,4
66,53,770,5
66,50,770,6
65,43,770,7
64,41,770,8
64,35,770,9
64,32,770,10
64,29,770,11
64,25,770,12
64,21,770,13
64,16,770,14
64,13,770,15
64,9,770,16
64,5,770,17
64,2,770,18
51,72,771,0
47,71,771,1
46,70,771,2
42,69,771,3
38,65,771,4
35,62,771,5
31,60,771,6
29,58,771,7
26,55,771,8
23,53,771,9
21,50,771,10
18,47,771,11
16,45,771,12
14,42,771,13
12,39,771,14
11,37,771,15
9,33,771,16
8,30,771,17
7,27,771,18
6,24,771,19
5,20,771,20
4,17,771,21
4,13,771,22
3,9,771,23
3,5,771,24
3,2,771,25
5,18,772,0
11,18,772,1
16,20,772,2
21,21,772,3
27,21,772,4
32,22,772,5
38,21,772,6
44,21,772,7
50,21,772,8
55,21,772,9
60,21,772,10
66,19,772,11
72,19,772,12
56,2,773,0
52,6,773,1
47,9,773,2
41,12,773,3
37,16,773,4
32,19,773,5
28,21,773,6
25,22,773,7
21,25,773,8
17,27,773,9
12,29,773,10
9,31,773,11
5,32,773,12
2,34,773,13
2,72,774,0
7,71,774,1
10,70,774,2
15,70,774,3
20,70,774,4
22,69,774,5
25,71,774,6
29,68,774,7
34,70,774,8
39,69,774,9
44,68,774,10
49,67,774,11
54,66,774,12
59,64,774,13
64,64,774,14
70,62,774,15
58,72,775,0
57,70,775,1
57,71,775,2
54,69,775,3
52,66,775,4
50,63,775,5
48,58,775,6
47,58,775,7
45,55,775,8
43,52,775,9
42,50,775,10
41,47,775,11
41,44,775,12
40,42,775,13
39,39,775,14
39,36,775,15
39,34,775,16
38,30,775,17
38,28,775,18
38,25,775,19
38,22,775,20
39,19,775,21
39,15,775,22
39,12,775,23
40,9,775,24
40,5,775,25
41,2,775,26
5,29,776,0
10,29,776,1
15,29,776,2
21,28,776,3
25,27,776,4
30,26,776,5
35,25,776,6
40,24,776,7
45,22,776,8
51,20,776,9
56,19,776,10
61,17,776,11
67,15,776,12
71,13,776,13
68,2,777,0
65,5,777,1
61,9,777,2
57,12,777,3
54,16,777,4
50,19,777,5
47,22,777,6
44,26,777,7
41,29,777,8
38,32,777,9
35,34,777,10
33,37,777,11
30,39,777,12
28,41,777,13
26,43,777,14
24,45,777,15
23,47,777,16
21,49,777,17
20,50,777,18
19,52,777,19
18,53,777,20
17,54,777,21
16,56,777,22
16,57,777,23
16,58,777,24
15,57,777,25
15,58,777,26
16,58,777,27
16,61,777,28
16,62,777,29
17,63,777,30
17,63,777,31
18,63,777,32
19,64,777,33
20,66,777,34
21,67,777,35
22,68,777,36
24,70,777,37
25,70,777,38
27,71,777,39
30,71,777,40
29,72,777,41
54,72,778,0
54,71,778,1
48,70,778,2
48,69,778,3
45,70,778,4
44,68,778,5
42,66,778,6
40,62,778,7
38,61,778,8
37,60,778,9
36,57,778,10
35,56,778,11
33,54,778,12
33,52,778,13
32,50,778,14
32,48,778,15
31,46,778,16
31,44,778,17
30,43,778,18
31,40,778,19
31,38,778,20
31,36,778,21
31,34,778,22
31,32,778,23
32,30,778,24
32,27,778,25
33,25,778,26
34,22,778,27
35,19,778,28
36,16,778,29
37,13,778,30
38,10,778,31
39,7,778,32
40,4,778,33
41,2,778,34
62,1,779,0
57,2,779,1
53,5,779,2
49,7,779,3
45,9,779,4
42,11,779,5
38,13,779,6
34,14,779,7
31,16,779,8
27,17,779,9
24,18,779,10
21,18,779,11
18,19,779,12
16,19,779,13
13,20,779,14
10,20,779,15
8,19,779,16
6,19,779,17
4,18,779,18
2,17,779,19
4,29,780,0
10,29,780,1
14,29,780,2
19,29,780,3
24,29,780,4
30,29,780,5
35,28,780,6
40,28,780,7
45,27,780,8
50,26,780,9
55,25,780,10
60,24,780,11
66,21,780,12
71,21,780,13
44,72,781,0
37,72,781,1
33,72,781,2
29,71,781,3
29,71,781,4
24,71,781,5
20,70,781,6
17,70,781,7
14,70,781,8
11,70,781,9
8,70,781,10
6,70,781,11
4,69,781,12
1,69,781,13
2,57,782,0
6,58,782,1
10,58,782,2
14,59,782,3
17,58,782,4
21,59,782,5
26,62,782,6
30,62,782,7
34,66,782,8
39,67,782,9
43,67,782,10
48,68,782,11
52,65,782,12
57,70,782,13
61,68,782,14
67,68,782,15
71,69,782,16
67,2,783,0
62,3,783,1
57,7,783,2
53,9,783,3
48,12,783,4
44,15,783,5
39,17,783,6
35,19,783,7
31,21,783,8
28,23,783,9
24,25,783,10
20,27,783,11
17,27,783,12
14,28,783,13
11,29,783,14
8,30,783,15
5,30,783,16
2,31,783,17
7,27,784,0
13,27,784,1
19,26,784,2
25,25,784,3
30,24,784,4
36,23,784,5
42,22,784,6
48,20,784,7
54,18,784,8
60,17,784,9
66,14,784,10
72,9,785,0
68,16,785,1
65,20,785,2
62,25,785,3
59,32,785,4
56,38,785,5
52,41,785,6
50,48,785,7
47,51,785,8
45,58,785,9
43,63,785,10
41,68,785,11
39,71,785,12
39,72,785,13
1,65,786,0
3,68,786,1
7,69,786,2
10,70,786,3
13,71,786,4
17,72,786,5
69,72,787,0
67,70,787,1
66,69,787,2
64,67,787,3
61,62,787,4
59,59,787,5
58,58,787,6
56,58,787,7
55,55,787,8
54,52,787,9
52,49,787,10
52,46,787,11
51,44,787,12
50,40,787,13
49,38,787,14
49,35,787,15
49,33,787,16
49,30,787,17
49,27,787,18
49,24,787,19
49,21,787,20
49,18,787,21
49,15,787,22
50,12,787,23
50,9,787,24
51,6,787,25
51,3,787,26
52,1,787,27
6,21,788,0
12,21,788,1
18,21,788,2
23,21,788,3
29,20,788,4
34,20,788,5
40,20,788,6
46,18,788,7
51,16,788,8
57,15,788,9
63,15,788,10
69,13,788,11
59,72,789,0
54,71,789,1
50,70,789,2
49,71,789,3
45,68,789,4
41,68,789,5
38,66,789,6
35,61,789,7
32,61,789,8
29,59,789,9
27,55,789,10
24,55,789,11
22,53,789,12
20,51,789,13
19,49,789,14
18,48,789,15
16,46,789,16
15,44,789,17
13,42,789,18
12,40,789,19
11,38,789,20
10,35,789,21
9,33,789,22
9,30,789,23
8,28,789,24
8,25,789,25
8,22,789,26
7,19,789,27
8,16,789,28
8,12,789,29
8,9,789,30
8,5,789,31
9,2,789,32
1,27,790,0
6,28,790,1
12,28,790,2
17,28,790,3
23,29,790,4
29,28,790,5
35,28,790,6
41,27,790,7
47,27,790,8
50,27,790,9
56,26,790,10
62,24,790,11
68,23,790,12
63,1,791,0
57,2,791,1
52,3,791,2
48,5,791,3
45,6,791,4
40,8,791,5
35,9,791,6
31,11,791,7
26,12,791,8
22,13,791,9
17,14,791,10
13,14,791,11
9,14,791,12
5,14,791,13
2,14,791,14
2,17,792,0
7,18,792,1
13,18,792,2
17,18,792,3
22,18,792,4
27,18,792,5
32,17,792,6
36,17,792,7
41,16,792,8
46,16,792,9
51,14,792,10
57,13,792,11
61,12,792,12
67,11,792,13
71,10,792,14
68,28,793,0
64,33,793,1
59,34,793,2
55,38,793,3
51,41,793,4
47,44,793,5
43,46,793,6
40,48,793,7
36,50,793,8
33,52,793,9
30,55,793,10
28,54,793,11
25,58,793,12
23,58,793,13
21,57,793,14
19,59,793,15
17,60,793,16
16,62,793,17
15,64,793,18
14,66,793,19
13,67,793,20
13,69,793,21
12,70,793,22
13,71,793,23
12,72,793,24
2,46,794,0
4,47,794,1
7,47,794,2
11,46,794,3
14,46,794,4
17,47,794,5
21,47,794,6
24,47,794,7
28,47,794,8
32,46,794,9
35,46,794,10
39,45,794,11
43,45,794,12
48,44,794,13
52,44,794,14
56,43,794,15
60,42,794,16
64,40,794,17
69,39,794,18
41,71,795,0
39,71,795,1
32,72,795,2
29,71,795,3
28,70,795,4
25,70,795,5
23,70,795,6
20,70,795,7
18,69,795,8
16,69,795,9
13,68,795,10
13,68,795,11
12,68,795,12
10,67,795,13
8,68,795,14
8,68,795,15
6,68,795,16
7,69,795,17
5,69,795,18
5,70,795,19
5,70,795,20
5,70,795,21
5,70,795,22
6,71,795,23
6,71,795,24
7,71,795,25
8,71,795,26
9,71,795,27
10,71,795,28
11,71,796,0
13,72,796,1
14,71,796,2
16,71,796,3
17,71,796,4
19,72,796,5
21,72,796,6
23,72,796,7
24,72,796,8
27,72,796,9
64,72,797,0
62,72,797,1
62,71,797,2
62,71,797,3
61,70,797,4
61,70,797,5
62,68,797,6
61,67,797,7
63,70,797,8
63,65,797,9
63,64,797,10
64,63,797,11
64,63,797,12
66,64,797,13
67,65,797,14
68,65,797,15
69,64,797,16
70,61,797,17
71,60,797,18
57,72,798,0
54,71,798,1
52,71,798,2
49,69,798,3
49,70,798,4
48,69,798,5
45,64,798,6
44,65,798,7
42,63,798,8
41,62,798,9
40,59,798,10
39,58,798,11
38,56,798,12
37,55,798,13
37,53,798,14
36,52,798,15
36,50,798,16
36,48,798,17
36,46,798,18
37,45,798,19
37,43,798,20
38,41,798,21
38,39,798,22
39,38,798,23
40,35,798,24
41,33,798,25
42,31,798,26
44,29,798,27
45,27,798,28
46,25,798,29
48,22,798,30
49,20,798,31
51,17,798,32
53,15,798,33
55,12,798,34
56,9,798,35
58,6,798,36
60,3,798,37
61,2,798,38
