x,y,id,t
3,37,615,11
3,33,616,0
8,33,616,1
13,32,616,2
18,32,616,3
22,32,616,4
27,31,616,5
32,30,616,6
37,29,616,7
47,26,616,8
52,24,616,9
57,23,616,10
62,20,616,11
67,18,616,12
72,17,616,13
71,28,617,0
66,28,617,1
61,29,617,2
56,30,617,3
52,31,617,4
48,32,617,5
44,34,617,6
40,35,617,7
37,35,617,8
33,35,617,9
30,36,617,10
27,36,617,11
24,36,617,12
21,36,617,13
19,36,617,14
16,35,617,15
14,35,617,16
12,33,617,17
10,33,617,18
8,32,617,19
7,30,617,20
5,29,617,21
4,27,617,22
3,27,617,23
2,24,617,24
1,22,617,25
70,7,618,0
65,10,618,1
60,12,618,2
55,15,618,3
50,17,618,4
46,19,618,5
41,21,618,6
37,23,618,7
32,25,618,8
29,26,618,9
25,28,618,10
21,29,618,11
18,30,618,12
14,30,618,13
11,31,618,14
8,32,618,15
5,32,618,16
3,32,618,17
4,44,619,0
9,45,619,1
20,49,619,2
26,51,619,3
31,53,619,4
37,57,619,5
43,57,619,6
48,59,619,7
54,61,619,8
60,62,619,9
66,64,619,10
72,66,619,11
44,72,620,0
45,70,620,1
45,71,620,2
44,70,620,3
43,67,620,4
43,62,620,5
43,60,620,6
43,58,620,7
43,56,620,8
43,53,620,9
44,51,620,10
44,51,620,11
45,48,620,12
46,46,620,13
47,44,620,14
49,42,620,15
50,40,620,16
52,37,620,17
53,35,620,18
55,33,620,19
56,29,620,20
58,26,620,21
60,24,620,22
62,22,620,23
63,20,620,24
65,17,620,25
67,15,620,26
69,12,620,27
71,9,620,28
58,72,621,0
54,70,621,1
50,69,621,2
47,66,621,3
43,66,621,4
40,60,621,5
37,60,621,6
34,55,621,7
31,52,621,8
28,51,621,9
26,48,621,10
24,45,621,11
22,43,621,12
20,40,621,13
18,37,621,14
17,34,621,15
15,31,621,16
14,27,621,17
13,24,621,18
12,20,621,19
11,17,621,20
10,13,621,21
9,9,621,22
8,5,621,23
8,2,621,24
6,18,622,0
12,18,622,1
17,17,622,2
23,16,622,3
29,14,622,4
35,13,622,5
41,12,622,6
46,10,622,7
52,9,622,8
59,7,622,9
65,4,622,10
70,3,622,11
58,20,623,0
52,27,623,1
47,31,623,2
42,35,623,3
36,40,623,4
32,45,623,5
26,48,623,6
21,52,623,7
16,56,623,8
12,60,623,9
7,64,623,10
3,68,623,11
1,69,623,12
1,72,624,0
4,70,624,1
7,69,624,2
10,67,624,3
13,67,624,4
17,62,624,5
20,59,624,6
24,56,624,7
28,55,624,8
32,51,624,9
35,50,624,10
39,46,624,11
44,45,624,12
47,41,624,13
52,38,624,14
57,35,624,15
61,32,624,16
66,29,624,17
70,26,624,18
65,72,625,0
62,71,625,1
59,69,625,2
54,66,625,3
50,62,625,4
46,57,625,5
43,53,625,6
39,49,625,7
36,45,625,8
32,42,625,9
29,36,625,10
26,32,625,11
24,29,625,12
21,22,625,13
19,19,625,14
16,14,625,15
14,9,625,16
12,3,625,17
11,2,625,18
9,5,626,0
15,5,626,1
21,5,626,2
27,5,626,3
34,4,626,4
40,3,626,5
47,2,626,6
53,2,626,7
59,1,626,8
62,1,626,9
68,25,627,0
62,31,627,1
57,37,627,2
52,42,627,3
47,47,627,4
42,53,627,5
38,58,627,6
33,63,627,7
29,68,627,8
25,70,627,9
2,72,628,0
7,69,628,1
11,70,628,2
16,64,628,3
21,59,628,4
26,55,628,5
31,52,628,6
36,49,628,7
41,44,628,8
46,38,628,9
52,35,628,10
57,30,628,11
62,26,628,12
68,21,628,13
50,71,629,0
48,69,629,1
45,71,629,2
42,65,629,3
39,62,629,4
36,59,629,5
34,56,629,6
31,55,629,7
29,52,629,8
27,49,629,9
26,46,629,10
24,43,629,11
23,40,629,12
21,36,629,13
20,33,629,14
19,30,629,15
18,25,629,16
18,23,629,17
17,19,629,18
17,15,629,19
16,11,629,20
16,7,629,21
16,3,629,22
17,1,629,23
5,3,630,0
10,4,630,1
16,5,630,2
23,6,630,3
29,6,630,4
34,6,630,5
41,6,630,6
47,6,630,7
52,6,630,8
58,6,630,9
64,5,630,10
71,5,630,11
72,11,631,0
66,10,631,1
58,9,631,2
53,8,631,3
46,7,631,4
39,6,631,5
33,5,631,6
27,3,631,7
21,2,631,8
16,1,631,9
6,18,632,0
11,21,632,1
16,24,632,2
22,27,632,3
28,32,632,4
33,35,632,5
38,36,632,6
44,40,632,7
50,41,632,8
56,44,632,9
62,46,632,10
68,48,632,11
47,72,633,0
38,71,633,1
33,71,633,2
27,70,633,3
21,70,633,4
16,69,633,5
10,68,633,6
5,68,633,7
5,71,634,0
10,69,634,1
15,70,634,2
20,65,634,3
25,61,634,4
30,58,634,5
35,56,634,6
40,53,634,7
46,50,634,8
51,47,634,9
57,44,634,10
63,41,634,11
68,38,634,12
71,15,635,0
65,17,635,1
59,16,635,2
54,18,635,3
48,17,635,4
43,18,635,5
38,18,635,6
33,18,635,7
28,17,635,8
23,17,635,9
18,16,635,10
14,15,635,11
10,14,635,12
5,12,635,13
1,12,635,14
11,22,636,0
17,26,636,1
22,28,636,2
26,30,636,3
32,33,636,4
37,36,636,5
43,37,636,6
48,38,636,7
53,40,636,8
59,41,636,9
65,43,636,10
70,45,636,11
5,63,637,0
9,61,637,1
13,60,637,2
17,59,637,3
22,57,637,4
26,56,637,5
31,55,637,6
35,54,637,7
40,52,637,8
45,51,637,9
50,49,637,10
55,48,637,11
60,47,637,12
65,45,637,13
70,44,637,14
72,11,638,0
68,10,638,1
63,9,638,2
59,8,638,3
54,7,638,4
49,5,638,5
44,4,638,6
40,2,638,7
36,2,638,8
30,1,638,9
3,16,639,0
8,19,639,1
14,23,639,2
19,25,639,3
25,28,639,4
30,32,639,5
36,34,639,6
41,35,639,7
47,37,639,8
53,39,639,9
56,40,639,10
62,42,639,11
68,43,639,12
71,1,640,0
68,3,640,1
62,6,640,2
58,11,640,3
52,15,640,4
47,18,640,5
43,22,640,6
38,25,640,7
34,29,640,8
30,31,640,9
26,33,640,10
22,37,640,11
18,38,640,12
15,42,640,13
11,42,640,14
8,46,640,15
5,46,640,16
2,48,640,17
2,63,641,0
5,59,641,1
8,55,641,2
11,51,641,3
14,47,641,4
17,43,641,5
20,40,641,6
23,35,641,7
26,31,641,8
29,26,641,9
33,23,641,10
37,19,641,11
40,14,641,12
44,10,641,13
47,5,641,14
51,2,641,15
47,71,642,0
42,70,642,1
39,68,642,2
34,65,642,3
30,62,642,4
25,59,642,5
21,56,642,6
17,52,642,7
13,50,642,8
9,47,642,9
6,43,642,10
3,42,642,11
5,26,643,0
11,26,643,1
16,27,643,2
23,26,643,3
29,27,643,4
35,27,643,5
41,26,643,6
48,25,643,7
53,23,643,8
60,22,643,9
66,21,643,10
72,20,643,11
72,3,644,0
66,6,644,1
59,11,644,2
53,17,644,3
47,21,644,4
41,27,644,5
36,31,644,6
29,36,644,7
24,40,644,8
18,44,644,9
13,47,644,10
8,50,644,11
3,54,644,12
10,71,645,0
15,70,645,1
19,69,645,2
24,68,645,3
29,67,645,4
34,64,645,5
39,62,645,6
44,61,645,7
49,58,645,8
55,56,645,9
60,54,645,10
65,52,645,11
71,50,645,12
57,72,646,0
54,71,646,1
51,69,646,2
47,66,646,3
44,63,646,4
41,59,646,5
38,56,646,6
36,54,646,7
34,51,646,8
31,47,646,9
29,44,646,10
28,40,646,11
26,37,646,12
25,33,646,13
23,29,646,14
22,24,646,15
21,21,646,16
20,17,646,17
20,13,646,18
19,8,646,19
19,3,646,20
18,1,646,21
2,9,647,0
8,11,647,1
14,11,647,2
19,11,647,3
24,11,647,4
30,11,647,5
36,11,647,6
41,10,647,7
47,9,647,8
52,8,647,9
57,7,647,10
63,5,647,11
68,5,647,12
72,11,648,0
66,16,648,1
61,20,648,2
55,26,648,3
50,30,648,4
44,36,648,5
39,41,648,6
36,42,648,7
31,46,648,8
27,50,648,9
22,54,648,10
18,58,648,11
14,62,648,12
10,66,648,13
6,69,648,14
3,70,648,15
6,71,649,0
9,70,649,1
12,69,649,2
16,67,649,3
20,69,649,4
24,64,649,5
27,62,649,6
31,60,649,7
35,58,649,8
40,56,649,9
44,54,649,10
48,52,649,11
53,50,649,12
57,49,649,13
62,47,649,14
66,45,649,15
71,43,649,16
55,71,650,0
50,70,650,1
48,68,650,2
45,68,650,3
42,62,650,4
39,61,650,5
36,56,650,6
34,53,650,7
31,50,650,8
29,48,650,9
27,45,650,10
25,42,650,11
24,37,650,12
22,35,650,13
20,31,650,14
19,28,650,15
18,25,650,16
17,20,650,17
16,18,650,18
16,14,650,19
15,9,650,20
15,5,650,21
14,2,650,22
6,8,651,0
13,10,651,1
19,13,651,2
25,16,651,3
31,18,651,4
37,20,651,5
43,21,651,6
50,22,651,7
56,23,651,8
62,24,651,9
69,25,651,10
72,3,652,0
67,7,652,1
62,10,652,2
58,16,652,3
54,19,652,4
50,22,652,5
46,27,652,6
43,30,652,7
39,33,652,8
36,36,652,9
33,38,652,10
30,42,652,11
27,44,652,12
24,46,652,13
22,47,652,14
20,51,652,15
18,52,652,16
16,53,652,17
15,55,652,18
13,57,652,19
12,58,652,20
11,60,652,21
10,62,652,22
9,64,652,23
9,66,652,24
9,65,652,25
9,67,652,26
9,69,652,27
9,70,652,28
10,71,652,29
10,72,652,30
2,69,653,0
3,68,653,1
6,64,653,2
8,61,653,3
11,58,653,4
14,55,653,5
17,52,653,6
20,51,653,7
23,46,653,8
26,45,653,9
29,40,653,10
33,38,653,11
36,34,653,12
39,31,653,13
44,27,653,14
47,24,653,15
50,21,653,16
54,17,653,17
58,12,653,18
62,9,653,19
66,5,653,20
70,3,653,21
63,71,654,0
60,70,654,1
58,68,654,2
56,66,654,3
54,65,654,4
52,60,654,5
50,57,654,6
49,55,654,7
47,52,654,8
46,51,654,9
45,49,654,10
44,47,654,11
43,44,654,12
42,42,654,13
42,39,654,14
41,36,654,15
41,33,654,16
41,31,654,17
40,28,654,18
40,25,654,19
40,22,654,20
41,19,654,21
41,16,654,22
41,13,654,23
41,10,654,24
42,6,654,25
42,3,654,26
43,1,654,27
3,21,655,0
7,22,655,1
11,23,655,2
14,23,655,3
18,23,655,4
22,24,655,5
26,24,655,6
31,24,655,7
35,24,655,8
39,24,655,9
43,24,655,10
47,22,655,11
52,21,655,12
55,21,655,13
60,20,655,14
65,17,655,15
69,16,655,16
71,16,655,17
69,3,656,0
64,7,656,1
61,10,656,2
56,15,656,3
52,19,656,4
48,21,656,5
44,26,656,6
40,30,656,7
37,33,656,8
33,36,656,9
30,39,656,10
27,42,656,11
24,45,656,12
22,46,656,13
19,48,656,14
16,50,656,15
14,53,656,16
12,55,656,17
10,57,656,18
9,59,656,19
7,61,656,20
6,63,656,21
5,66,656,22
5,66,656,23
5,67,656,24
4,70,656,25
4,71,656,26
4,72,656,27
4,61,657,0
6,58,657,1
9,55,657,2
12,52,657,3
16,49,657,4
19,46,657,5
22,44,657,6
26,38,657,7
29,37,657,8
33,32,657,9
36,30,657,10
39,26,657,11
43,23,657,12
47,19,657,13
51,16,657,14
55,12,657,15
59,7,657,16
62,4,657,17
67,2,657,18
48,71,658,0
44,71,658,1
42,70,658,2
40,69,658,3
40,71,658,4
38,70,658,5
36,68,658,6
35,66,658,7
33,65,658,8
32,61,658,9
30,59,658,10
29,60,658,11
29,56,658,12
28,57,658,13
27,55,658,14
27,54,658,15
27,52,658,16
27,51,658,17
27,49,658,18
27,47,658,19
28,45,658,20
29,44,658,21
30,42,658,22
30,39,658,23
32,38,658,24
33,36,658,25
34,34,658,26
36,32,658,27
37,30,658,28
39,28,658,29
41,26,658,30
43,23,658,31
45,21,658,32
47,18,658,33
49,15,658,34
51,13,658,35
53,10,658,36
55,7,658,37
57,4,658,38
59,2,658,39
61,1,658,40
72,4,659,0
69,6,659,1
66,8,659,2
62,10,659,3
59,13,659,4
56,15,659,5
53,18,659,6
50,20,659,7
47,22,659,8
44,24,659,9
42,26,659,10
39,27,659,11
37,28,659,12
35,29,659,13
33,30,659,14
31,31,659,15
30,32,659,16
28,32,659,17
27,32,659,18
26,33,659,19
25,33,659,20
24,34,659,21
24,33,659,22
23,34,659,23
23,33,659,24
23,33,659,25
23,33,659,26
22,33,659,27
22,32,659,28
23,31,659,29
23,30,659,30
24,29,659,31
24,28,659,32
25,27,659,33
26,25,659,34
26,24,659,35
27,22,659,36
28,20,659,37
29,18,659,38
31,16,659,39
32,14,659,40
34,12,659,41
35,10,659,42
36,7,659,43
38,4,659,44
40,2,659,45
41,1,659,46
2,11,660,0
8,12,660,1
14,13,660,2
20,14,660,3
26,15,660,4
33,15,660,5
39,15,660,6
45,15,660,7
48,15,660,8
54,15,660,9
61,14,660,10
67,12,660,11
72,12,660,12
69,11,661,0
64,17,661,1
62,19,661,2
57,24,661,3
52,28,661,4
47,33,661,5
43,39,661,6
38,43,661,7
34,48,661,8
30,51,661,9
26,55,661,10
22,58,661,11
19,62,661,12
16,66,661,13
12,69,661,14
10,71,661,15
3,59,662,0
6,61,662,1
11,62,662,2
14,63,662,3
18,65,662,4
23,66,662,5
27,67,662,6
31,68,662,7
36,69,662,8
38,70,662,9
43,70,662,10
48,71,662,11
53,72,662,12
58,72,662,13
61,71,663,0
58,70,663,1
56,66,663,2
54,68,663,3
52,62,663,4
51,59,663,5
49,56,663,6
48,53,663,7
46,50,663,8
45,48,663,9
44,44,663,10
44,43,663,11
43,39,663,12
42,36,663,13
42,34,663,14
41,31,663,15
41,27,663,16
41,24,663,17
41,20,663,18
41,18,663,19
41,15,663,20
41,12,663,21
41,9,663,22
41,5,663,23
41,2,663,24
41,1,663,25
1,14,664,0
7,14,664,1
12,13,664,2
18,13,664,3
24,13,664,4
29,12,664,5
32,12,664,6
37,12,664,7
43,11,664,8
48,10,664,9
54,9,664,10
59,7,664,11
66,5,664,12
71,4,664,13
70,4,665,0
68,8,665,1
65,10,665,2
63,14,665,3
60,17,665,4
57,22,665,5
55,25,665,6
53,27,665,7
51,31,665,8
49,34,665,9
48,36,665,10
46,39,665,11
45,41,665,12
44,42,665,13
42,45,665,14
42,47,665,15
41,49,665,16
40,51,665,17
40,53,665,18
40,55,665,19
40,56,665,20
40,57,665,21
40,58,665,22
40,61,665,23
41,63,665,24
42,65,665,25
42,66,665,26
44,68,665,27
45,70,665,28
46,71,665,29
48,71,665,30
47,69,665,31
49,71,665,32
54,72,665,33
55,72,665,34
54,72,665,35
53,72,666,0
47,72,666,1
45,70,666,2
43,69,666,3
42,68,666,4
39,67,666,5
37,64,666,6
35,65,666,7
33,63,666,8
32,58,666,9
30,56,666,10
29,54,666,11
28,53,666,12
27,53,666,13
26,52,666,14
25,50,666,15
25,48,666,16
25,45,666,17
24,44,666,18
24,42,666,19
24,40,666,20
24,38,666,21
25,35,666,22
25,33,666,23
26,30,666,24
26,28,666,25
27,25,666,26
28,22,666,27
29,20,666,28
30,16,666,29
31,13,666,30
32,10,666,31
34,7,666,32
35,4,666,33
37,2,666,34
67,6,667,0
59,10,667,1
53,13,667,2
46,16,667,3
39,20,667,4
33,23,667,5
26,25,667,6
20,26,667,7
14,29,667,8
9,30,667,9
2,33,667,10
1,10,668,0
8,12,668,1
14,13,668,2
21,14,668,3
28,14,668,4
34,14,668,5
41,15,668,6
48,15,668,7
55,15,668,8
61,15,668,9
68,13,668,10
27,72,669,0
24,71,669,1
23,71,669,2
20,71,669,3
17,70,669,4
15,70,669,5
13,69,669,6
11,68,669,7
9,69,669,8
8,67,669,9
6,68,669,10
4,68,669,11
3,70,669,12
2,67,669,13
2,67,669,14
1,69,669,15
1,65,669,16
1,69,669,17
1,67,669,18
2,68,669,19
2,68,669,20
4,67,669,21
5,67,669,22
6,68,669,23
8,68,669,24
10,69,669,25
11,69,669,26
13,69,669,27
14,70,669,28
17,70,669,29
19,70,669,30
21,71,669,31
23,71,669,32
26,72,669,33
29,72,669,34
5,14,670,0
10,19,670,1
15,22,670,2
21,27,670,3
26,32,670,4
31,35,670,5
37,38,670,6
42,42,670,7
47,44,670,8
53,47,670,9
59,50,670,10
65,53,670,11
71,57,670,12
44,72,671,0
41,71,671,1
37,69,671,2
36,70,671,3
33,69,671,4
29,66,671,5
27,61,671,6
24,59,671,7
22,57,671,8
19,54,671,9
17,52,671,10
15,52,671,11
13,48,671,12
12,45,671,13
11,43,671,14
9,42,671,15
8,38,671,16
7,36,671,17
6,34,671,18
5,30,671,19
5,28,671,20
5,25,671,21
5,21,671,22
4,18,671,23
4,14,671,24
5,10,671,25
5,7,671,26
5,3,671,27
8,1,671,28
1,11,672,0
5,14,672,1
10,16,672,2
15,18,672,3
19,19,672,4
23,21,672,5
28,22,672,6
32,23,672,7
37,23,672,8
42,24,672,9
47,25,672,10
51,25,672,11
56,24,672,12
61,24,672,13
66,24,672,14
71,24,672,15
71,2,673,0
65,4,673,1
59,6,673,2
53,10,673,3
47,13,673,4
41,17,673,5
36,19,673,6
30,22,673,7
24,25,673,8
19,27,673,9
14,29,673,10
9,30,673,11
4,32,673,12
26,28,674,0
31,29,674,1
34,28,674,2
39,27,674,3
43,28,674,4
48,27,674,5
52,25,674,6
56,25,674,7
61,24,674,8
66,24,674,9
70,23,674,10
35,72,675,0
32,71,675,1
28,69,675,2
24,68,675,3
21,67,675,4
17,65,675,5
14,62,675,6
11,60,675,7
8,58,675,8
6,56,675,9
3,53,675,10
1,51,675,11
3,12,676,0
8,13,676,1
13,14,676,2
17,16,676,3
19,16,676,4
24,18,676,5
29,18,676,6
34,20,676,7
38,19,676,8
43,19,676,9
48,20,676,10
53,20,676,11
58,18,676,12
62,18,676,13
68,17,676,14
72,18,676,15
69,4,677,0
65,9,677,1
60,15,677,2
56,19,677,3
52,23,677,4
48,29,677,5
44,33,677,6
40,37,677,7
37,40,677,8
34,45,677,9
30,49,677,10
29,49,677,11
26,52,677,12
23,55,677,13
20,59,677,14
18,62,677,15
16,65,677,16
14,68,677,17
13,69,677,18
11,71,677,19
2,67,678,0
6,64,678,1
9,61,678,2
13,58,678,3
16,55,678,4
20,53,678,5
24,52,678,6
28,48,678,7
32,46,678,8
37,44,678,9
41,39,678,10
45,37,678,11
50,34,678,12
54,32,678,13
58,29,678,14
63,25,678,15
68,22,678,16
71,17,679,0
67,21,679,1
64,24,679,2
61,28,679,3
58,33,679,4
55,35,679,5
53,38,679,6
50,42,679,7
48,47,679,8
45,50,679,9
44,53,679,10
42,56,679,11
40,57,679,12
39,60,679,13
38,64,679,14
37,63,679,15
36,70,679,16
35,69,679,17
33,70,679,18
35,71,679,19
34,72,679,20
4,64,680,0
7,68,680,1
11,69,680,2
15,70,680,3
19,71,680,4
67,8,681,0
61,14,681,1
56,20,681,2
51,24,681,3
46,31,681,4
41,35,681,5
37,40,681,6
33,44,681,7
28,48,681,8
24,52,681,9
20,56,681,10
17,60,681,11
13,65,681,12
10,68,681,13
7,70,681,14
5,55,682,0
10,56,682,1
15,57,682,2
20,58,682,3
25,60,682,4
31,61,682,5
36,62,682,6
41,63,682,7
47,64,682,8
53,65,682,9
59,66,682,10
65,67,682,11
71,68,682,12
67,70,683,0
64,68,683,1
60,65,683,2
57,61,683,3
54,57,683,4
51,53,683,5
49,49,683,6
46,45,683,7
44,41,683,8
42,37,683,9
39,34,683,10
38,31,683,11
36,26,683,12
34,22,683,13
33,18,683,14
31,14,683,15
30,9,683,16
29,5,683,17
28,1,683,18
2,38,684,0
7,39,684,1
11,40,684,2
16,40,684,3
20,43,684,4
25,43,684,5
30,44,684,6
35,44,684,7
40,45,684,8
45,43,684,9
50,45,684,10
55,44,684,11
60,44,684,12
66,44,684,13
71,44,684,14
65,72,685,0
62,70,685,1
60,69,685,2
58,66,685,3
56,62,685,4
55,59,685,5
53,55,685,6
52,52,685,7
51,48,685,8
49,47,685,9
49,42,685,10
48,40,685,11
47,37,685,12
47,34,685,13
46,30,685,14
46,27,685,15
46,24,685,16
46,20,685,17
45,16,685,18
46,13,685,19
45,8,685,20
45,5,685,21
46,2,685,22
3,2,686,0
7,2,686,1
12,2,686,2
16,1,686,3
65,1,687,0
62,3,687,1
59,6,687,2
56,9,687,3
54,12,687,4
51,14,687,5
49,17,687,6
47,19,687,7
44,21,687,8
42,24,687,9
40,25,687,10
39,26,687,11
38,28,687,12
36,29,687,13
34,30,687,14
33,32,687,15
32,33,687,16
30,33,687,17
29,34,687,18
29,35,687,19
28,35,687,20
27,36,687,21
27,36,687,22
27,36,687,23
27,36,687,24
26,35,687,25
27,36,687,26
27,35,687,27
27,35,687,28
28,35,687,29
29,35,687,30
30,34,687,31
31,34,687,32
32,33,687,33
33,32,687,34
34,32,687,35
36,31,687,36
37,30,687,37
39,29,687,38
40,27,687,39
42,26,687,40
44,24,687,41
46,23,687,42
47,21,687,43
49,19,687,44
52,18,687,45
54,16,687,46
56,13,687,47
58,11,687,48
60,9,687,49
62,7,687,50
65,5,687,51
67,3,687,52
68,1,687,53
70,1,687,54
64,2,688,0
60,6,688,1
55,10,688,2
51,16,688,3
47,21,688,4
43,27,688,5
38,32,688,6
35,36,688,7
31,41,688,8
27,47,688,9
24,50,688,10
21,54,688,11
18,58,688,12
16,62,688,13
13,66,688,14
11,69,688,15
9,71,688,16
4,57,689,0
9,57,689,1
14,56,689,2
19,55,689,3
24,55,689,4
29,54,689,5
35,54,689,6
40,52,689,7
45,51,689,8
51,50,689,9
56,49,689,10
61,48,689,11
67,47,689,12
63,71,690,0
60,69,690,1
57,67,690,2
53,63,690,3
50,59,690,4
47,56,690,5
45,54,690,6
42,50,690,7
40,46,690,8
37,43,690,9
35,39,690,10
33,35,690,11
31,31,690,12
30,28,690,13
28,23,690,14
26,19,690,15
25,15,690,16
23,11,690,17
22,6,690,18
21,3,690,19
20,1,690,20
4,10,691,0
9,11,691,1
14,11,691,2
19,12,691,3
24,12,691,4
28,12,691,5
33,12,691,6
38,12,691,7
43,12,691,8
48,11,691,9
53,11,691,10
57,10,691,11
63,9,691,12
68,8,691,13
72,7,691,14
64,2,692,0
57,4,692,1
51,8,692,2
44,11,692,3
38,14,692,4
31,16,692,5
25,18,692,6
20,21,692,7
13,23,692,8
7,26,692,9
1,26,692,10
5,28,693,0
12,31,693,1
20,34,693,2
28,35,693,3
35,36,693,4
43,39,693,5
51,41,693,6
59,41,693,7
67,43,693,8
48,72,694,0
41,70,694,1
39,68,694,2
37,64,694,3
33,60,694,4
31,59,694,5
28,54,694,6
26,52,694,7
24,47,694,8
22,44,694,9
20,42,694,10
18,38,694,11
17,33,694,12
15,29,694,13
14,27,694,14
13,23,694,15
12,18,694,16
11,13,694,17
10,10,694,18
9,5,694,19
8,2,694,20
1,1,695,0
6,2,695,1
12,3,695,2
18,3,695,3
23,3,695,4
29,3,695,5
34,4,695,6
39,4,695,7
45,3,695,8
50,3,695,9
55,3,695,10
60,2,695,11
66,2,695,12
72,1,695,13
71,2,696,0
68,6,696,1
64,11,696,2
60,16,696,3
57,20,696,4
54,25,696,5
51,30,696,6
48,37,696,7
45,41,696,8
43,46,696,9
40,51,696,10
38,53,696,11
36,57,696,12
34,61,696,13
32,67,696,14
30,68,696,15
29,70,696,16
3,68,697,0
7,68,697,1
12,62,697,2
16,59,697,3
21,56,697,4
25,55,697,5
30,52,697,6
35,49,697,7
39,44,697,8
44,41,697,9
49,39,697,10
54,35,697,11
59,32,697,12
65,28,697,13
70,25,697,14
48,72,698,0
42,70,698,1
39,68,698,2
35,66,698,3
30,63,698,4
25,59,698,5
21,56,698,6
17,53,698,7
13,50,698,8
9,47,698,9
5,45,698,10
1,41,698,11
1,2,699,0
5,3,699,1
8,3,699,2
13,3,699,3
16,3,699,4
20,3,699,5
24,2,699,6
28,2,699,7
31,2,699,8
35,1,699,9
40,1,699,10
72,3,700,0
68,6,700,1
64,12,700,2
60,16,700,3
56,20,700,4
53,25,700,5
49,28,700,6
45,33,700,7
43,38,700,8
40,42,700,9
37,44,700,10
34,49,700,11
31,53,700,12
29,54,700,13
27,57,700,14
25,60,700,15
23,66,700,16
21,70,700,17
20,69,700,18
19,70,700,19
18,72,700,20
4,50,701,0
10,49,701,1
15,49,701,2
21,50,701,3
26,50,701,4
32,49,701,5
37,48,701,6
43,47,701,7
49,47,701,8
54,44,701,9
60,43,701,10
67,43,701,11
61,72,702,0
57,70,702,1
53,68,702,2
49,66,702,3
45,59,702,4
41,55,702,5
37,51,702,6
34,46,702,7
31,42,702,8
28,39,702,9
25,34,702,10
22,31,702,11
19,26,702,12
16,21,702,13
14,16,702,14
12,11,702,15
10,6,702,16
7,2,702,17
2,12,703,0
7,13,703,1
10,13,703,2
15,14,703,3
18,15,703,4
23,15,703,5
27,15,703,6
31,15,703,7
35,15,703,8
39,14,703,9
43,14,703,10
47,13,703,11
51,12,703,12
55,10,703,13
59,10,703,14
63,9,703,15
68,7,703,16
71,6,703,17
66,2,704,0
60,1,704,1
2,3,705,0
7,5,705,1
14,8,705,2
19,11,705,3
24,12,705,4
30,16,705,5
36,17,705,6
42,18,705,7
47,21,705,8
65,24,705,9
71,25,705,10
3,58,706,0
9,59,706,1
15,59,706,2
20,60,706,3
27,61,706,4
33,61,706,5
39,62,706,6
45,62,706,7
51,63,706,8
58,64,706,9
64,65,706,10
71,65,706,11
47,72,707,0
42,72,707,1
38,72,707,2
32,71,707,3
28,71,707,4
24,71,707,5
20,71,707,6
16,70,707,7
12,70,707,8
9,70,707,9
5,70,707,10
3,70,707,11
5,65,708,0
11,64,708,1
18,63,708,2
25,62,708,3
32,62,708,4
39,61,708,5
46,60,708,6
53,59,708,7
60,59,708,8
68,58,708,9
64,51,709,0
59,52,709,1
54,52,709,2
50,52,709,3
45,52,709,4
41,53,709,5
37,53,709,6
33,55,709,7
30,53,709,8
26,53,709,9
23,53,709,10
20,53,709,11
17,53,709,12
15,54,709,13
12,53,709,14
10,54,709,15
8,54,709,16
6,54,709,17
5,54,709,18
3,54,709,19
2,54,709,20
1,53,709,21
1,50,709,22
1,49,709,23
3,48,709,24
4,48,709,25
5,47,709,26
7,47,709,27
9,46,709,28
11,47,709,29
13,45,709,30
15,45,709,31
17,44,709,32
19,43,709,33
21,41,709,34
24,39,709,35
26,39,709,36
29,38,709,37
32,35,709,38
33,35,709,39
36,35,709,40
39,32,709,41
42,30,709,42
45,30,709,43
48,27,709,44
51,26,709,45
54,23,709,46
57,21,709,47
61,19,709,48
64,18,709,49
67,14,709,50
71,12,709,51
71,21,710,0
66,25,710,1
60,28,710,2
55,31,710,3
50,33,710,4
46,38,710,5
41,41,710,6
36,44,710,7
32,44,710,8
28,47,710,9
24,49,710,10
20,52,710,11
16,54,710,12
13,56,710,13
10,58,710,14
8,60,710,15
5,62,710,16
3,64,710,17
5,68,711,0
9,69,711,1
14,69,711,2
19,69,711,3
24,69,711,4
29,69,711,5
34,69,711,6
39,70,711,7
44,70,711,8
49,70,711,9
54,71,711,10
60,71,711,11
65,71,711,12
71,72,711,13
38,72,712,0
34,70,712,1
32,69,712,2
29,68,712,3
25,68,712,4
22,63,712,5
19,61,712,6
16,58,712,7
13,56,712,8
11,54,712,9
8,52,712,10
6,50,712,11
4,47,712,12
3,45,712,13
1,44,712,14
2,14,713,0
6,17,713,1
11,19,713,2
16,20,713,3
18,22,713,4
23,24,713,5
27,25,713,6
32,27,713,7
37,27,713,8
42,28,713,9
47,29,713,10
52,30,713,11
57,31,713,12
62,29,713,13
66,30,713,14
72,31,713,15
56,2,714,0
51,3,714,1
46,5,714,2
40,8,714,3
38,9,714,4
32,12,714,5
27,13,714,6
23,15,714,7
18,16,714,8
14,17,714,9
9,19,714,10
4,20,714,11
2,62,715,0
5,65,715,1
7,63,715,2
10,64,715,3
13,64,715,4
15,67,715,5
19,67,715,6
22,65,715,7
24,68,715,8
28,66,715,9
31,69,715,10
35,67,715,11
38,68,715,12
42,68,715,13
46,69,715,14
49,69,715,15
